code	name	description
HD3.10	HD3.10	Hok met kelders met water- en mestkanaal, vloervoedering, mestkanaal met metalen driekant roostervloer met mestspleet, mest- en watergoot met schuine puntwanden, koelsysteem en watervul- en spoelsysteem in mestgoot, dagelijkse mestafvoer en een emitterend mestoppervlakte van ten hoogste 0,3 m2 per dierplaats waarvoor voor 1 januari 2024 een omgevingsvergunning is verleend als bedoeld in artikel 2.1, eerste lid, aanhef en onder e, van de Wet algemene bepalingen omgevingsrecht of, als deze vergunning niet nodig was, dat rechtmatig in gebruik is genomen voor 1 januari 2024
HD3.100	HD3.100	Overige huisvestingssystemen (groepshuisvesting)
HD3.101	HD3.101	Overige huisvestingssystemen (individuele huisvesting)
HD3.2	HD3.2	Mestgoot met combinatierooster en frequente mestafvoer (individuele huisvesting)
HD3.3.1	HD3.3.1	Individuele huisvesting
HD3.3.2	HD3.3.2	Groepshuisvesting
HD3.4.1	HD3.4.1	Individuele huisvesting
HD3.4.2	HD3.4.2	Groepshuisvesting
HD3.5	HD3.5	Schuiven in mestgoot (individuele huisvesting)
HD3.6	HD3.6	Mestband in mestkanaal met metalen driekantrooster
HD3.7.1	HD3.7.1	115% koeloppervlakte (individuele huisvesting)
HD3.7.2	HD3.7.2	135% koeloppervlakte (groepshuisvesting)
HD3.8.1	HD3.8.1	Met metalen driekantrooster
HD3.8.2	HD3.8.2	Met anders dan metalen driekantrooster
HD3.9	HD3.9	Rondloopstal met voerstation en strobed
HD4.100	HD4.100	Overige huisvestingssystemen
HD5.1	HD5.1	Scharrelvleesvarkens in beddenstal
HD5.10.1.1	HD5.10.1.1	Emitterende mestoppervlakte ten hoogste 0,5 m2 per dierplaats
HD5.10.1.2	HD5.10.1.2	Emitterende mestoppervlakte ten hoogste 0,8 m2 per dierplaats
HD5.10.2.1	HD5.10.2.1	Emitterende mestoppervlakte ten hoogste 0,6 m2 per dierplaats
HD5.10.2.2	HD5.10.2.2	Emitterende mestoppervlakte 0,6-0,8 m2 per dierplaats
HD5.100	HD5.100	Overige huisvestingssystemen
HD5.11.1	HD5.11.1	Emitterende mestoppervlakte mestkanaal groter dan 0,5 m2, maar ten hoogste 0,67 m2 per dierplaats
HD5.11.2	HD5.11.2	Emitterende mestoppervlakte mestkanaal ten hoogste 0,5 m2 per dierplaats
HD5.12.1	HD5.12.1	Emitterende mestoppervlakte ten hoogste 0,22 m2 per dierplaats
HD5.12.2	HD5.12.2	Emitterende mestoppervlakte ten hoogste 0,33 m2 per dierplaats
HD5.13	HD5.13	Mestband in mestkanaal met metalen driekantrooster
HD5.14	HD5.14	Hok met mestkelders met water- en mestkanaal, voerbak en watervoorziening boven het waterkanaal, mestkanaal met metalen driekant roostervloer, mestgoot met schuine putwanden, koelsysteem en watervul- en spoelsysteem, dagelijkse mestafvoer en een emitterende mestoppervlakte van ten hoogste 0,08 m2 per dierplaats waarvoor voor 1 januari 2024 een omgevingsvergunning is verleend als bedoeld in artikel 2.1, eerste lid, aanhef en onder e, van de Wet algemene bepalingen omgevingsrecht of, als deze vergunning niet nodig was, dat rechtmatig in gebruik is genomen voor 1 januari 2024
HD5.2	HD5.2	Gehele dierplaats onderkelderd zonder stankafsluiter
HD5.3	HD5.3	Mestopvang in en spoelen met ammoniakarme vloeistof (inclusief aanzuren)
HD5.4	HD5.4	Metalen driekantrooster met mestopvang in met formaldehyde behandelde mestvloeistof
HD5.5	HD5.5	Metalen driekantrooster met mestopvang in water
HD5.6	HD5.6	Spoelgotensysteem met metalen driekantrooster
HD5.7	HD5.7	Spoelgotensysteem met rooster
HD5.8	HD5.8	Water- en mestkanaal
HD5.9.1.1	HD5.9.1.1	Emitterende mestoppervlakte ten hoogste 0,18 m2 per dierplaats met spoelgoten
HD5.9.1.2	HD5.9.1.2	Emitterende mestoppervlakte ten hoogste 0,18 m2 per dierplaats zonder spoelgoten
HD5.9.1.3	HD5.9.1.3	Emitterende mestoppervlakte 0,18-0,27 m2 per dierplaats met spoelgoten
HD5.9.1.4	HD5.9.1.4	Emitterende mestoppervlakte 0,18-0,27 m2 per dierplaats zonder spoelgoten
HD5.9.2.1	HD5.9.2.1	Emitterende mestoppervlakte ten hoogste 0,18 m2 per dierplaats
HD5.9.2.2	HD5.9.2.2	Emitterende mestoppervlakte 0,18-0,27 m2 per dierplaats
HE1.1.1	HE1.1.1	Batterij met mestband
HE1.1.2.1	HE1.1.2.1	Beluchting 0,2 m3/uur per dierplaats
HE1.1.2.2	HE1.1.2.2	Beluchting 0,4 m3/uur per dierplaats
HE1.1.3	HE1.1.3	Batterij met mestbandbeluchting en bovenliggende droogtunnel
HE1.1.4	HE1.1.4	Batterij met mestschuiven en centrale mestband
HE1.1.5	HE1.1.5	Batterij met open mestopslag
HE1.1.6	HE1.1.6	Batterij met mest- en luchtkanaal
HE1.1.7	HE1.1.7	Koloniehuisvesting met mestbandbeluchting 0,7 m3/uur per dierplaats
HE1.100	HE1.100	Overige huisvestingssystemen (niet-batterijhuisvesting)
HE1.101	HE1.101	Overige huisvestingssystemen (batterijhuisvesting)
HE1.2.1	HE1.2.1	Strooiselvloer (eventueel met roostervloer)
HE1.2.2	HE1.2.2	Warmteheaters en ventilatoren
HE1.2.3	HE1.2.3	Verhoogde roostervloer met daarboven oplierbare en/of opklapbare roosters
HE1.2.4	HE1.2.4	Warmteheaters met luchtmengsysteem voor droging strooisellaag
HE1.3.1	HE1.3.1	Ten minste 50% rooster met mestband
HE1.3.2	HE1.3.2	65-70% rooster en mestbandbeluchting 0,3 m3/uur per dierplaats
HE1.3.3.1	HE1.3.3.1	Beluchting 0,1 m3/uur per dierplaats
HE1.3.3.2	HE1.3.3.2	Beluchting 0,3 m3/uur per dierplaats
HE1.3.4	HE1.3.4	30-35% rooster en mestbandbeluchting 0,4 m3/uur per dierplaats
HE1.3.5	HE1.3.5	55-60% rooster en mestbandbeluchting 0,4 m3/uur per dierplaats
HE2.1.1	HE2.1.1	Verrijkte kooien met mestbandbeluchting
HE2.1.2	HE2.1.2	Koloniehuisvesting met mestbandbeluchting
HE2.100	HE2.100	Overige huisvestingssystemen
HE2.2.1	HE2.2.1	Circa 1/3 strooiselvloer en circa 2/3 roostervloer
HE2.2.2	HE2.2.2	Met beluchting onder gedeeltelijk verhoogde roostervloer
HE2.2.3	HE2.2.3	Met mestbeluchting via buizen onder beun
HE2.2.4	HE2.2.4	Met enkele buis onder beun aan beide zijden van legnest
HE2.2.5	HE2.2.5	Met mestbeluchting via verticale ventilatiekokers
HE2.2.6	HE2.2.6	Twee verdiepingen met mestbanden onder roosters
HE2.2.7	HE2.2.7	Met frequente mest- en strooiselverwijdering
HE2.3.1	HE2.3.1	Ten minste 50% rooster met mestband
HE2.3.2.1	HE2.3.2.1	Beluchting ten minste 0,2 m3/uur per dierplaats
HE2.3.2.2	HE2.3.2.2	Beluchting ten minste 0,5 m3/uur per dierplaats
HE2.3.3	HE2.3.3	30-35% roosters en mestbandbeluchting 0,7 m3/uur per dierplaats
HE2.3.4	HE2.3.4	55-60% roosters en mestbandbeluchting 0,7 m3/uur per dierplaats
HE3.1	HE3.1	Mixluchtventilatie
HE3.100	HE3.100	Overige huisvestingssystemen
HE3.2	HE3.2	Warmteheaters en ventilatoren
HE3.3	HE3.3	Warmteheaters met luchtmengsysteem voor droging strooisellaag
HE3.4	HE3.4	Luchtmengsysteem voor droging strooisellaag met warmtewisselaar
HE3.5	HE3.5	Buizenverwarming waarvoor voor 1 december 2022 een omgevingsvergunning is verleend als bedoeld in artikel 2.1, eerste lid, aanhef en onder e, van de Wet algemene bepalingen omgevingsrecht, of, als deze vergunning niet nodig was, die rechtmatig in gebruik is genomen voor die datum en die is toegepast in een dierenverblijf dat nadien niet is vervangen of uitgebreid
HE4.1	HE4.1	Groepskooi met mestband en geforceerde mestdroging
HE4.100	HE4.100	Overige huisvestingssystemen
HE4.2.1	HE4.2.1	Met geforceerde mestdroging
HE4.2.2	HE4.2.2	Met geforceerde mest- en strooiseldroging
HE4.3	HE4.3	Perfosysteem op gedeeltelijk verhoogde roostervloer
HE4.4.1	HE4.4.1	Van bovenaf
HE4.4.2	HE4.4.2	Met verticale slangen in mest
HE4.4.3	HE4.4.3	Via buizen onder beun
HE4.4.4	HE4.4.4	Via verticale ventilatiekokers
HE4.5	HE4.5	Grondhuisvesting met mestbanden onder de roosters
HE5.1	HE5.1	Zwevende vloer met strooiseldroging
HE5.10.1	HE5.10.1	Huisvestingssysteem waarvoor voor 1 december 2022 een omgevingsvergunning is verleend als bedoeld in artikel 2.1, eerste lid, aanhef en onder e, van de Wet algemene bepalingen omgevingsrecht, of, als deze vergunning niet nodig was, dat rechtmatig in gebruik is genomen voor die datum en dat is toegepast in een dierenverblijf dat nadien niet is vervangen of uitgebreid
HE5.10.2	HE5.10.2	Huisvestingssysteem dat niet voldoet aan de voorwaarden, genoemd in rij HE5.10.1
HE5.100	HE5.100	Overige huisvestingssystemen
HE5.2	HE5.2	Geperforeerde vloer met strooiseldroging
HE5.3	HE5.3	Etagesysteem met volledige roostervloer en mestbandbeluchting
HE5.4	HE5.4	Grondhuisvesting met vloerverwarming en vloerkoeling
HE5.5	HE5.5	Mixluchtventilatie
HE5.6	HE5.6	Etagesysteem met mestband en strooiseldroging
HE5.7	HE5.7	Warmteheaters en ventilatoren
HE5.8	HE5.8	Luchtmengsysteem voor droging strooisellaag met warmtewisselaar
HE5.9	HE5.9	Luchtmengsysteem voor droging strooisellaag met warmteheaters
HF1.1	HF1.1	Zwevende vloer met strooiseldroging
HF1.10.1	HF1.10.1	Huisvestingssysteem waarvoor voor 1 december 2022 een omgevingsvergunning is verleend als bedoeld in artikel 2.1, eerste lid, aanhef en onder e, van de Wet algemene bepalingen omgevingsrecht, of, als deze vergunning niet nodig was, dat rechtmatig in gebruik is genomen voor die datum en dat is toegepast in een dierenverblijf dat nadien niet is vervangen of uitgebreid
HF1.10.2	HF1.10.2	Huisvestingssysteem dat niet voldoet aan de voorwaarden, genoemd in rij HF1.10.1
HF1.100	HF1.100	Overige huisvestingssystemen
HF1.2	HF1.2	Geperforeerde vloer met strooiseldroging
HF1.3	HF1.3	Etagesysteem met volledige roostervloer en mestbandbeluchting
HF1.4	HF1.4	Grondhuisvesting met vloerverwarming en vloerkoeling
HF1.5	HF1.5	Mixluchtventilatie
HF1.6	HF1.6	Etagesysteem met mestband en strooiseldroging
HF1.7	HF1.7	Warmteheaters en ventilatoren
HF1.8	HF1.8	Luchtmengsysteem voor droging strooisellaag met een warmtewisselaar
HF1.9	HF1.9	Warmteheaters met luchtmengsysteem voor droging strooisellaag
HG1.1	HG1.1	Verwarmingssysteem met warmteheaters en ventilatoren
HG1.100	HG1.100	Overige huisvestingssystemen
HG1.2	HG1.2	Warmteheaters met luchtmengsysteem voor droging strooisellaag
HG1.3	HG1.3	Luchtmengsysteem voor droging strooisellaag met warmtewisselaar
HG1.4.1	HG1.4.1	Huisvestingssysteem waarvoor voor 1 december 2022 een omgevingsvergunning is verleend als bedoeld in artikel 2.1, eerste lid, aanhef en onder e, van de Wet algemene bepalingen omgevingsrecht, of, als deze vergunning niet nodig was, dat rechtmatig in gebruik is genomen voor die datum en dat is toegepast in een dierenverblijf dat nadien niet is vervangen of uitgebreid
HG1.4.2	HG1.4.2	Huisvestingssysteem dat niet voldoet aan de voorwaarden, genoemd in rij HG1.4.1
HG2.1	HG2.1	Verwarmingssysteem met warmteheaters en ventilatoren
HG2.100	HG2.100	Overige huisvestingssystemen
HG2.2	HG2.2	Warmteheaters met luchtmengsysteem voor droging strooisellaag
HG2.3	HG2.3	Luchtmengsysteem voor droging strooisellaag met warmtewisselaar
HG3.100	HG3.100	Overige huisvestingssystemen
HG4.1	HG4.1	Gedeeltelijk verhoogde strooiselvloer
HG4.100	HG4.100	Overige huisvestingssystemen
HG4.2	HG4.2	Mechanisch geventileerde stal met frequente strooiselverwijdering
HG4.3	HG4.3	Verwarmingssysteem met warmteheaters en ventilatoren
HG4.4	HG4.4	Warmteheaters met luchtmengsysteem voor droging strooisellaag
HG4.5	HG4.5	Luchtmengsysteem voor droging strooisellaag met warmtewisselaar
HH1.100	HH1.100	Overige huisvestingssystemen
HH2.1.100	HH2.1.100	Overige huisvestingssystemen
HH2.2	HH2.2	Buiten mesten (per afgeleverd dier)
HI1.100	HI1.100	Overige huisvestingssystemen
HI2.100	HI2.100	Overige huisvestingssystemen
HI3.100	HI3.100	Overige huisvestingssystemen
HK1.1	HK1.1	Mechanisch geventileerde stal met gescheiden afvoer van mest en urine
HK1.100	HK1.100	Overige huisvestingssystemen
HK2.1	HK2.1	Mechanisch geventileerde stal met gescheiden afvoer van mest en urine
HK2.100	HK2.100	Overige huisvestingssystemen
HL1.100	HL1.100	Overige huisvestingssystemen
HL2.100	HL2.100	Overige huisvestingssystemen
HL3.100	HL3.100	Overige huisvestingssystemen
HL4.100	HL4.100	Overige huisvestingssystemen
