code	name	description
A1.4	A 1.4	loopstal met hellende vloer en spoelsysteem; max. 3,75 m2 mestbesmeurd oppervlak per koe
A1.5	A 1.5	loopstal met sleufvloer en mestschuif
A1.6	A 1.6	ligboxenstal met dichte hellende vloer, met profilering, met snelle gierafvoer met mestschuif
A1.7	A 1.7	ligboxenstal met dichte hellende vloer, met rubbertoplaag, met snelle gierafvoer met mestschuif
A1.8	A 1.8	ligboxenstal met sleufvloer met noppen en mestschuif
A1.9	A 1.9	ligboxenstal met roostervloer voorzien van een bolle rubber toplaag en afdichtflappen in de roosterspleten, met mestschuif
A2.100	A 2.100	overige huisvestingssystemen
A3.100	A 3.100	overige huisvestingssystemen
A4.1	A 4.1	mechanisch geventileerde stal met een chemisch luchtwassysteem met 90% emissiereductie
A4.100	A 4.100	overige huisvestingssystemen
A4.2	A 4.2	mechanisch geventileerde stal met een biologisch luchtwassysteem met 70% emissiereductie
A4.3	A 4.3	mechanisch geventileerde stal met een chemisch luchtwassysteem met 70% emissiereductie
A4.4	A 4.4	mechanisch geventileerde stal met een chemisch luchtwassysteem met 95% emissiereductie
A4.5.1	A 4.5.1	mechanisch geventileerde stal met een luchtwassysteem anders dan biologisch of chemisch; mechanisch geventileerde stal met een gecombineerd luchtwassysteem 85% emissiereductie met chemische wasser (lamellenfilter) en waterwasser
A4.5.2	A 4.5.2	mechanisch geventileerde stal met een luchtwassysteem anders dan biologisch of chemisch; mechanisch geventileerde stal met een gecombineerd luchtwassysteem 70% emissiereductie met waterwasser, chemische wasser en biofilter
A4.5.3	A 4.5.3	mechanisch geventileerde stal met een luchtwassysteem anders dan biologisch of chemisch; mechanisch geventileerde stal met een gecombineerd luchtwassysteem 85% emissiereductie met waterwasser, chemische wasser en biofilter
A4.5.4	A 4.5.4	mechanisch geventileerde stal met een luchtwassysteem anders dan biologisch of chemisch; mechanisch geventileerde stal met een gecombineerd luchtwassysteem 85% emissiereductie met watergordijn en biologische wasser
A4.5.5	A 4.5.5	mechanisch geventileerde stal met een luchtwassysteem anders dan biologisch of chemisch; mechanisch geventileerde stal met een gecombineerd luchtwassysteem 85% emissiereductie met waterwasser, biologische wasser en geurverwijderingssectie
A4.5.6	A 4.5.6	mechanisch geventileerde stal met een luchtwassysteem anders dan biologisch of chemisch; mechanisch geventileerde stal met een gecombineerd luchtwassysteem 90% emissiereductie met een biologische en een chemische wasser en een biofilter
A4.6	A 4.6	mechanisch geventileerde stal met een biologisch luchtwassysteem 85% emissiereductie
A4.7	A 4.7	stal met hellende roostervloer in combinatie met hellende schijnvloer onder de roostervloer
A4.8	A 4.8	stal met roostervloer voorzien van een bolle rubber toplaag en afdichtflappen in de roosterspleten
A6.100	A 6.100	overige huisvestingssystemen
A7.100	A 7.100	overige huisvestingssystemen
B1.100	B 1.100	overige huisvestingssystemen
C1.1.1	C 1.1.1	mechanisch geventileerde gesloten stal (BWL 2017.07) met een biologisch luchtwassysteem met 70% emissiereductie
C1.1.2	C 1.1.2	mechanisch geventileerde gesloten stal (BWL 2017.07) met een chemisch luchtwassysteem met 70% emissiereductie
C1.1.3	C 1.1.3	mechanisch geventileerde gesloten stal (BWL 2017.07) met een chemisch luchtwassysteem met 95% emissiereductie
C1.1.4.1	C 1.1.4.1	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 85% emissiereductie (chemische wasser (lamellenfilter) en waterwasser)
C1.1.4.2	C 1.1.4.2	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 70% emissiereductie (waterwasser, chemische wasser en biofilter)
C1.1.4.3	C 1.1.4.3	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 85% emissiereductie (waterwasser, chemische wasser en biofilter)
C1.1.4.4	C 1.1.4.4	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 85% emissiereductie (watergordijn en biologische wasser)
C1.1.4.5	C 1.1.4.5	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 85% emissiereductie (waterwasser, biologische wasser en geurverwijderingssectie)
C1.1.4.6	C 1.1.4.6	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 90% emissiereductie (biologische en chemische wasser en  biofilter)
C1.1.5	C 1.1.5	mechanisch geventileerde gesloten stal (BWL 2017.07) met een biologisch luchtwassysteem met 85% emissiereductie
C1.1.6	C 1.1.6	mechanisch geventileerde gesloten stal (BWL 2017.07) met een chemisch luchtwassysteem met 90% emissiereductie
C1.100	C 1.100	overige huisvestingssystemen
C2.1.1	C 2.1.1	mechanisch geventileerde gesloten stal (BWL 2017.07) met een biologisch luchtwassysteem met 70% emissiereductie
C2.1.2	C 2.1.2	mechanisch geventileerde gesloten stal (BWL 2017.07) met een chemisch luchtwassysteem met 70% emissiereductie
C2.1.3	C 2.1.3	mechanisch geventileerde gesloten stal (BWL 2017.07) met een chemisch luchtwassysteem met 95% emissiereductie
C2.1.4.1	C 2.1.4.1	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 85% emissiereductie (chemische wasser (lamellenfilter) en waterwasser)
C2.1.4.2	C 2.1.4.2	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 70% emissiereductie (waterwasser, chemische wasser en biofilter)
C2.1.4.3	C 2.1.4.3	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 85% emissiereductie (waterwasser, chemische wasser en biofilter)
C2.1.4.4	C 2.1.4.4	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 85% emissiereductie (watergordijn en biologische wasser)
C2.1.4.5	C 2.1.4.5	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 85% emissiereductie (waterwasser, biologische wasser en geurverwijderingssectie)
C2.1.4.6	C 2.1.4.6	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 90% emissiereductie (biologische en chemische wasser en  biofilter)
C2.1.5	C 2.1.5	mechanisch geventileerde gesloten stal (BWL 2017.07) met een biologisch luchtwassysteem met 85% emissiereductie
C2.1.6	C 2.1.6	mechanisch geventileerde gesloten stal (BWL 2017.07) met een chemisch luchtwassysteem met 90% emissiereductie
C2.100	C 2.100	overige huisvestingssystemen
C3.1.1	C 3.1.1	mechanisch geventileerde gesloten stal (BWL 2017.07) met een biologisch luchtwassysteem met 70% emissiereductie
C3.1.2	C 3.1.2	mechanisch geventileerde gesloten stal (BWL 2017.07) met een chemisch luchtwassysteem met 70% emissiereductie
C3.1.3	C 3.1.3	mechanisch geventileerde gesloten stal (BWL 2017.07) met een chemisch luchtwassysteem met 95% emissiereductie
C3.1.4.1	C 3.1.4.1	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 85% emissiereductie (chemische wasser (lamellenfilter) en waterwasser)
C3.1.4.2	C 3.1.4.2	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 70% emissiereductie (waterwasser, chemische wasser en biofilter)
C3.1.4.3	C 3.1.4.3	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 85% emissiereductie (waterwasser, chemische wasser en biofilter)
C3.1.4.4	C 3.1.4.4	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 85% emissiereductie (watergordijn en biologische wasser)
C3.1.4.5	C 3.1.4.5	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 85% emissiereductie (waterwasser, biologische wasser en geurverwijderingssectie)
C3.1.4.6	C 3.1.4.6	mechanisch geventileerde gesloten stal (BWL 2017.07) met een gecombineerd luchtwassysteem met 90% emissiereductie (biologische en chemische wasser en  biofilter)
C3.1.5	C 3.1.5	mechanisch geventileerde gesloten stal (BWL 2017.07) met een biologisch luchtwassysteem met 85% emissiereductie
C3.1.6	C 3.1.6	mechanisch geventileerde gesloten stal (BWL 2017.07) met een chemisch luchtwassysteem met 90% emissiereductie
C3.100	C 3.100	overige huisvestingssystemen
D1.1.1	D 1.1.1	vlakke gecoate keldervloer met tandheugelschuifsysteem
D1.1.10	D 1.1.10	chemisch luchtwassysteem 70% emissiereductie
D1.1.100	D 1.1.100	overige huisvestingssystemen
D1.1.11	D 1.1.11	koeldeksysteem (150% koeloppervlak)
D1.1.12.1	D 1.1.12.1	opfokhok met schuine putwand; emitterend mestoppervlak maximaal 0,07 m2 per big, ongeacht groepsgrootte 
D1.1.12.2	D 1.1.12.2	opfokhok met schuine putwand; emitterend mestoppervlak groter dan 0,07 m2 per big, echter kleiner dan 0,10 m2, en in kleine groepen, tot 30 biggen, gehuisvest 
D1.1.12.3	D 1.1.12.3	opfokhok met schuine putwand; emitterend mestoppervlak groter dan 0,07 m2 echter kleiner dan 0,10 m2, in grote groepen, vanaf 30 biggen, gehuisvest 
D1.1.13	D 1.1.13	volledig rooster met water- en mestkanalen, eventueel voorzien van schuine putwand(en), emitterend mestoppervlak kleiner dan 0,10 m2
D1.1.14	D 1.1.14	chemisch luchtwassysteem 95% emissiereductie
D1.1.15.1	D 1.1.15.1	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met chemische wasser (lamellenfilter) en waterwasser 
D1.1.15.2	D 1.1.15.2	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 70% emissiereductie met waterwasser, chemische wasser en biofilter 
D1.1.15.3	D 1.1.15.3	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met waterwasser, chemische wasser en biofilter 
D1.1.15.4	D 1.1.15.4	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met watergordijn en biologische wasser 
D1.1.15.5	D 1.1.15.5	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met waterwasser, biologische wasser en geurverwijderingssectie 
D1.1.15.6	D 1.1.15.6	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 90% emissiereductie met een biologische en een chemische wasser en een biofilter 
D1.1.16	D 1.1.16	biologisch luchtwassysteem 85% emissiereductie
D1.1.17	D 1.1.17	chemisch luchtwassysteem 90% emissiereductie
D1.1.18	D 1.1.18	hok met conditionering van de ligvloertemperatuur, mestkelders met water- en mestkanaal, voerbak en watervoorziening boven het waterkanaal, mestkanaal met metalen driekant roostervloer met mestspleet, beide kanalen voorzien van een pan met watervulsysteem, dagelijkse mestafvoer uit het mestkanaal en een emitterend oppervlak van maximaal 0,062 m2 per big
D1.1.19	D 1.1.19	Biofilter 70% ammoniakemissiereductie
D1.1.2	D 1.1.2	spoelgotensysteem met dunne mest en gedeeltelijk roostervloer
D1.1.3	D 1.1.3	mestopvang in water in combinatie met een mestafvoersysteem
D1.1.4.1	D 1.1.4.1	ondiepe mestkelders met water- en mestkanaal; oppervlak mestkanaal maximaal 0,13 m2 per big 
D1.1.4.2	D 1.1.4.2	ondiepe mestkelders met water- en mestkanaal; oppervlak mestkanaal maximaal 0,19 m2 per big 
D1.1.5	D 1.1.5	halfrooster met verkleind mestoppervlak (max. 60% van het totale hokoppervlak bestaat uit een roostervloer)
D1.1.6	D 1.1.6	mestopvang in en spoelen met aangezuurde vloeistof (volledig roostervloer)
D1.1.7	D 1.1.7	mestopvang in en spoelen met aangezuurde vloeistof (gedeeltelijk roostervloer)
D1.1.8	D 1.1.8	gescheiden afvoer van mest en urine door middel van hellende mestband
D1.1.9	D 1.1.9	biologisch luchtwassysteem 70% emissiereductie
D1.2.1	D 1.2.1	spoelgotensysteem, spoelen met dunne mest
D1.2.10	D 1.2.10	biologisch luchtwassysteem 70% emissiereductie
D1.2.100	D 1.2.100	overige huisvestingssystemen
D1.2.11	D 1.2.11	chemisch luchtwassysteem 70% emissiereductie
D1.2.12	D 1.2.12	koeldeksysteem (150% koeloppervlak)
D1.2.13	D 1.2.13	mestpan onder kraamhok
D1.2.14	D 1.2.14	mestpan met water- en mestkanaal onder kraamhok
D1.2.15	D 1.2.15	chemisch luchtwassysteem 95% emissiereductie
D1.2.16	D 1.2.16	waterkanaal in combinatie met een afgescheiden mestkanaal of mestbak
D1.2.17.1	D 1.2.17.1	gecombineerd luchtwassysteem 85% emissiereductie met chemische wasser (lamellenfilter) en waterwasser
D1.2.17.2	D 1.2.17.2	gecombineerd luchtwassysteem 70% emissiereductie met waterwasser, chemische wasser en biofilter
D1.2.17.3	D 1.2.17.3	gecombineerd luchtwassysteem 85% emissiereductie met waterwasser, chemische wasser en biofilter
D1.2.17.4	D 1.2.17.4	gecombineerd luchtwassysteem 85% emissiereductie met watergordijn en biologische wasser
D1.2.17.5	D 1.2.17.5	gecombineerd luchtwassysteem 85% emissiereductie met waterwasser, biologische wasser en geurverwijderingssectie
D1.2.17.6	D 1.2.17.6	gecombineerd luchtwassysteem 90% emissiereductie met een biologische en een chemische wasser en een biofilter
D1.2.18	D 1.2.18	biologisch luchtwassysteem 85% emissiereductie
D1.2.19	D 1.2.19	chemisch luchtwassysteem 90% emissiereductie
D1.2.2	D 1.2.2	kunststof schijnvloer met schuif onder de roosters
D1.2.20	D 1.2.20	Mestpan met mestkanaal met koelsysteem en waterkanaal onder het kraamhok
D1.2.21	D 1.2.21	Biofilter 70% ammoniakemissiereductie
D1.2.3	D 1.2.3	vlakke, gecoate keldervloer met tandheugelschuifsysteem
D1.2.4	D 1.2.4	mestschuif met gecoate, hellende keldervloer en giergoot
D1.2.5	D 1.2.5	mestgoot met mestafvoersysteem
D1.2.6	D 1.2.6	ondiepe mestkelders met mest- en waterkanaal
D1.2.7	D 1.2.7	kraamopfokhok met hellende plaat
D1.2.8	D 1.2.8	mestopvang in en spoelen met aangezuurde vloeistof
D1.2.9	D 1.2.9	schuiven in mestgoot
D1.3.1	D 1.3.1	smalle ondiepe mestkanalen met metalen driekantroostervloer en rioleringssysteem (alleen toepasbaar bij individuele huisvesting)
D1.3.10	D 1.3.10	rondloopstal met zeugenvoerstation en strobed
D1.3.100	D 1.3.100	overige huisvestingssystemen, groepshuisvesting
D1.3.101	D 1.3.101	overige huisvestingssystemen, individuele huisvesting
D1.3.11	D 1.3.11	chemisch luchtwassysteem 95% emissiereductie bij individuele en groepshuisvesting
D1.3.12.1	D 1.3.12.1	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met chemische wasser (lamellenfilter) en waterwasser 
D1.3.12.2	D 1.3.12.2	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 70% emissiereductie met waterwasser, chemische wasser en biofilter 
D1.3.12.3	D 1.3.12.3	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met waterwasser, chemische wasser en biofilter 
D1.3.12.4	D 1.3.12.4	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met watergordijn en biologische wasser 
D1.3.12.5	D 1.3.12.5	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met waterwasser, biologische wasser en geurverwijderingssectie 
D1.3.12.6	D 1.3.12.6	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 90% emissiereductie met een biologische en een chemische wasser en een biofilter 
D1.3.13	D 1.3.13	biologisch luchtwassysteem 85% emissiereductie
D1.3.14	D 1.3.14	chemisch luchtwassysteem 90% emissiereductie
D1.3.15	D 1.3.15	gescheiden afvoer van mest en urine door middel van een V-vormige mestband in het mestkanaal met metalen driekant roosters op het mestkanaal
D1.3.16	D 1.3.16	hok met kelders met water- en mestkanaal, vloervoedering, mestkanaal met metalen driekant roostervloer met mestspleet, mest- en watergoot met schuine puntwanden, koelsysteem en watervul-/spoelsysteem in mestgoot, dagelijkse mestafvoer en een emitterend oppervlak van maximaal 0,3 m2 per varken
D1.3.17	D 1.3.17	Biofilter 70% ammoniakemissiereductie
D1.3.2	D 1.3.2	mestgoot met combinatierooster en frequente mestafvoer (alleen toepasbaar bij individuele huisvesting)
D1.3.3	D 1.3.3	spoelgotensysteem met dunne mest
D1.3.4	D 1.3.4	mestopvang in en spoelen met aangezuurde vloeistof
D1.3.5	D 1.3.5	schuiven in mestgoot (alleen toepasbaar bij individuele huisvesting)
D1.3.6	D 1.3.6	biologisch luchtwassysteem 70% emissiereductie (bij individuele en groepshuisvesting)
D1.3.7	D 1.3.7	chemisch luchtwassysteem 70% emissiereductie (bij individuele en groepshuisvesting)
D1.3.8.1	D 1.3.8.1	koeldeksysteem; 115% koeloppervlak (bij individuele huisvesting) 
D1.3.8.2	D 1.3.8.2	koeldeksysteem; 135% koeloppervlak (bij groepshuisvesting) 
D1.3.9.1	D 1.3.9.1	groepshuisvestingssysteem met voerligboxen of zeugenvoerstations, zonder strobed, met schuine putwanden in het mestkanaal; met metalen driekantroosters 
D1.3.9.2	D 1.3.9.2	groepshuisvestingssysteem met voerligboxen of zeugenvoerstations, zonder strobed, met schuine putwanden in het mestkanaal; roosters anders dan metalen driekant 
D2.1	D 2.1	biologisch luchtwassysteem 70% emissiereductie
D2.100	D 2.100	overige huisvestingssystemen
D2.2	D 2.2	chemisch luchtwassysteem 70% emissiereductie
D2.3	D 2.3	chemisch luchtwassysteem 95% emissiereductie
D2.4.1	D 2.4.1	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met chemische wasser (lamellenfilter) en waterwasser 
D2.4.2	D 2.4.2	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 70% emissiereductie met waterwasser, chemische wasser en biofilter 
D2.4.3	D 2.4.3	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met waterwasser, chemische wasser en biofilter 
D2.4.4	D 2.4.4	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met watergordijn en biologische wasser 
D2.4.5	D 2.4.5	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met waterwasser, biologische wasser en geurverwijderingssectie 
D2.4.6	D 2.4.6	luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 90% emissiereductie met een biologische en een chemische wasser en een biofilter 
D2.5	D 2.5	biologisch luchtwassysteem 85% emissiereductie
D2.6	D 2.6	chemisch luchtwassysteem 90% emissiereductie
D2.7	D 2.7	Biofilter 70% ammoniakemissiereductie
D3.1	D 3.1	volledig roostervloer
D3.100	D 3.100	overige huisvestingssystemen
D3.2.1	D 3.2.1	gedeeltelijk roostervloer; gehele dierplaats onderkelderd zonder stankafsluiter 
D3.2.10.1	D 3.2.10.1	gedeeltelijk roostervloer; bollevloerhok met betonnen morsrooster en metalen driekantrooster; emitterend mestoppervlak maximaal 0,22 m2 per varken 
D3.2.10.2	D 3.2.10.2	gedeeltelijk roostervloer; bollevloerhok met betonnen morsrooster en metalen driekantrooster; emitterend mestoppervlak maximaal 0,33 m2 per varken 
D3.2.11	D 3.2.11	gedeeltelijk roostervloer; hok met gescheiden mestkanalen 
D3.2.12	D 3.2.12	gedeeltelijk roostervloer; spoelgotensysteem met metalen driekantroosters 
D3.2.13	D 3.2.13	gedeeltelijk roostervloer; spoelgotensysteem met roosters 
D3.2.14	D 3.2.14	gedeeltelijk roostervloer; chemisch luchtwassysteem 95% emissiereductie 
D3.2.15.1	D 3.2.15.1	gedeeltelijk roostervloer; luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met chemische wasser (lamellenfilter) en waterwasser 
D3.2.15.2	D 3.2.15.2	gedeeltelijk roostervloer; luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 70% emissiereductie met waterwasser, chemische wasser en biofilter 
D3.2.15.3	D 3.2.15.3	gedeeltelijk roostervloer; luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met waterwasser, chemische wasser en biofilter 
D3.2.15.4	D 3.2.15.4	gedeeltelijk roostervloer; luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met watergordijn en biologische wasser 
D3.2.15.5	D 3.2.15.5	gedeeltelijk roostervloer; luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 85% emissiereductie met waterwasser, biologische wasser en geurverwijderingssectie 
D3.2.15.6	D 3.2.15.6	gedeeltelijk roostervloer; luchtwassystemen anders dan biologisch of chemisch; gecombineerd luchtwassysteem 90% emissiereductie met een biologische en een chemische wasser en een biofilter 
D3.2.16	D 3.2.16	gedeeltelijk roostervloer; gescheiden afvoer van mest en urine door middel van een V-vormige mestband in het mestkanaal met metalen driekant roosters op het mestkanaal 
D3.2.17	D 3.2.17	gedeeltelijk roostervloer; biologisch luchtwassysteem 85% emissiereductie 
D3.2.18	D 3.2.18	gedeeltelijk roostervloer; chemisch luchtwassysteem 90% emissiereductie 
D3.2.19	D 3.2.19	hok met mestkelders met water- en mestkanaal, voerbak en watervoorziening boven het waterkanaal, mestkanaal met metalen driekant roostervloer, mestgoot met schuine putwanden, koelsysteem en watervul-/spoelsysteem, dagelijkse mestafvoer en een emitterend mestoppervlak van maximaal 0,08 m2 per varken
D3.2.2	D 3.2.2	gedeeltelijk roostervloer; mestopvang in en spoelen met NH3-arme vloeistof (inclusief aanzuren)
D3.2.20	D 3.2.20	Biofilter 70% ammoniakemissiereductie
D3.2.3.2	D 3.2.3.2	gedeeltelijk roostervloer; koeldeksysteem met metalen driekantroostervloer (170% koeloppervlak); emitterend oppervlak mestkanaal groter dan 0,5 m2, maar maximaal 0,67 m2 per dierplaats
D3.2.3.3	D 3.2.3.3	gedeeltelijk roostervloer; koeldeksysteem met metalen driekantroostervloer (170% koeloppervlak); emitterend oppervlak mestkanaal maximaal 0,5 m2 per dierplaats
D3.2.4	D 3.2.4	gedeeltelijk roostervloer; mestopvang in met formaldehyde behandelde mestvloeistof in combinatie met metalen driekantroostervloer 
D3.2.5	D 3.2.5	gedeeltelijk roostervloer; mestopvang in water in combinatie met metalen driekant roostervloer 
D3.2.6.1.1	D 3.2.6.1.1	gedeeltelijk roostervloer; koeldeksysteem (200% koeloppervlak); met metalen roostervloer; emitterend mestoppervlak maximaal 0,8 m2 per varken 
D3.2.6.1.2	D 3.2.6.1.2	gedeeltelijk roostervloer; koeldeksysteem (200% koeloppervlak); met metalen roostervloer; emitterend mestoppervlak maximaal 0,5 m2 
D3.2.6.2.1	D 3.2.6.2.1	gedeeltelijk roostervloer; koeldeksysteem (200% koeloppervlak); met roostervloer anders dan metaal; emitterend mestoppervlak maximaal 0,6 m2 per varken 
D3.2.6.2.2	D 3.2.6.2.2	gedeeltelijk roostervloer; koeldeksysteem (200% koeloppervlak); met roostervloer anders dan metaal; emitterend mestoppervlak groter dan 0,6 m2, doch kleiner dan 0,8 m2 per varken 
D3.2.7.1.1	D 3.2.7.1.1	gedeeltelijk roostervloer; mestkelders met (water- en) mestkanaal; mestkanaal met schuine putwand; met metalen driekantroosters op het mestkanaal; emitterend mestoppervlak maximaal 0,18 m2 per varken 
D3.2.7.1.2	D 3.2.7.1.2	gedeeltelijk roostervloer; mestkelders met (water- en) mestkanaal; mestkanaal met schuine putwand; met metalen driekantroosters op het mestkanaal; emitterend mestoppervlak groter dan 0,18 m2, maar kleiner dan 0,27 m2 per varken 
D3.2.7.2.1	D 3.2.7.2.1	gedeeltelijk roostervloer; mestkelders met (water- en) mestkanaal; mestkanaal met schuine putwand; met roosters anders dan metalen driekant op het mestkanaal; emitterend mestoppervlak maximaal 0,18 m2 per varken 
