code;name;description
E6.4.2.a;E 6.4.2.a;"droogtunnel; droogtunnel met geperforeerde metalen platen; geldt voor de huisvestingssystemen onder E 1.5, E 1.8, E 5.8, E 5.9.1.1.3 en E 5.9.1.2.3"
E6.4.2.b;E 6.4.2.b;"droogtunnel; droogtunnel met geperforeerde metalen platen; geldt voor huisvestingssystemen onder E 2.5, E 2.11, E 2.12, E 4.1 t/m E 4.3 en E 4.8"
E6.5.a;E 6.5.a;"mestopslagloods met biologisch luchtwassysteem 70% emissiereductie; geldt voor de huisvestingssystemen onder E 1.5, E 1.8, E 5.8, E 5.9.1.1.3 en E 5.9.1.2.3"
E6.5.b;E 6.5.b;"mestopslagloods met biologisch luchtwassysteem 70% emissiereductie; geldt voor huisvestingssystemen onder E 2.5, E 2.11, E 2.12, E 4.1 t/m E 4.3 en E 4.8"
E6.6.a;E 6.6.a;"mestopslagloods met chemisch luchtwassysteem 70% emissiereductie; geldt voor de huisvestingssystemen onder E 1.5, E 1.8, E 5.8, E 5.9.1.1.3 en E 5.9.1.2.3"
E6.6.b;E 6.6.b;"mestopslagloods met chemisch luchtwassysteem 70% emissiereductie; geldt voor huisvestingssystemen onder E 2.5, E 2.11, E 2.12, E 4.1 t/m E 4.3 en E 4.8"
E6.7.a;E 6.7.a;"mestopslagloods met chemisch luchtwassysteem 90% emissiereductie; geldt voor de huisvestingssystemen onder E 1.5, E 1.8, E 5.8, E 5.9.1.1.3 en E 5.9.1.2.3"
E6.7.b;E 6.7.b;"mestopslagloods met chemisch luchtwassysteem 90% emissiereductie; geldt voor huisvestingssystemen onder E 2.5, E 2.11, E 2.12, E 4.1 t/m E 4.3 en E 4.8"
E6.8.a;E 6.8.a;"Afgesloten mestopslagloods; geldt voor de huisvestingssystemen onder E 1.5, E 1.8, E 5.8, E 5.9.1.1.3 en E 5.9.1.2.3"
E6.8.b;E 6.8.b;"Afgesloten mestopslagloods; geldt voor huisvestingssystemen onder E 2.5, E 2.11, E 2.12, E 4.1 t/m E 4.3 en E 4.8"
E6.9.a;E 6.9.a;"biothermisch drogen van pluimveemest met chemisch luchtwassysteem 70% emissiereductie; geldt voor geldt voor de huisvestingssystemen onder E 1.5, E 1.8, E 5.8, E 5.9.1.1.3 en E 5.9.1.2.3"
E6.9.b;E 6.9.b;"biothermisch drogen van pluimveemest met chemisch luchtwassysteem 70% emissiereductie; geldt voor geldt voor de huisvestingssystemen onder E 2.5, E 2.11, E 2.12, E 4.1 t/m E 4.3 en E 4.8"
E7.1;E 7.1;"oliefilmsysteem met drukleidingen; 54% emissiereductie fijn stof "
E7.10;E 7.10;"strooiselschuif bij volièrehuisvesting; 20% emissiereductie ammoniak en 20% emissiereductie fijnstof "
E7.11;E 7.11;"warmtewisselaar; 37% emissiereductie fijn stof  "
E7.12;E 7.12;"warmtewisselaar met stoffilters; 50% emissiereductie fijn stof  "
E7.2;E 7.2;"ionisatiesysteem met negatieve coronadraden; 49% emissiereductie fijn stof "
E7.3;E 7.3;"waterluchtwassysteem; 33% emissiereductie fijn stof "
E7.4;E 7.4;"droogfilterwand; 40% emissiereductie fijn stof "
E7.5;E 7.5;"ionisatiefilter; 57% emissiereductie fijn stof "
E7.6;E 7.6;"warmtewisselaar; 31% emissiereductie fijn stof "
E7.7;E 7.7;"warmtewisselaar; 13% emissiereductie fijn stof "
E7.8;E 7.8;"aanbrengen oliefilm in stallen met volières door middel van leidingen met sproeikoppen; 15% emissiereductie fijn stof "
E7.9;E 7.9;"aanbrengen oliefilm in stallen met gedeeltelijk rooster door middel van een olierobot; 30% emissiereductie fijn stof "
F6.1;F 6.1;"oliefilmsysteem met drukleidingen; 54% emissiereductie fijn stof "
F6.2;F 6.2;"waterluchtwassysteem; 33% emissiereductie fijn stof "
F6.3;F 6.3;"droogfilterwand; 40% emissiereductie fijn stof "
F6.4;F 6.4;"ionisatiefilter; 57% emissiereductie fijn stof "
F6.5;F 6.5;"warmtewisselaar; 31% emissiereductie fijn stof "
F6.6;F 6.6;"warmtewisselaar; 13% emissiereductie fijn stof "
F6.7;F 6.7;"warmtewisselaar; 37% emissiereductie fijn stof  "
F6.8;F 6.8;"warmtewisselaar; 50% emissiereductie fijn stof  "
G4.1;G 4.1;"waterluchtwassysteem; 33% emissiereductie fijn stof "
G4.2;G 4.2;"droogfilterwand; 40% emissiereductie fijn stof "
G4.3;G 4.3;"ionisatiefilter; 57% emissiereductie fijn stof "
G4.4;G 4.4;"warmtewisselaar; 31% emissiereductie fijn stof "
G4.5;G 4.5;"warmtewisselaar; 13% emissiereductie fijn stof "
G4.6;G 4.6;"warmtewisselaar; 37% emissiereductie fijn stof "
G4.7;G 4.7;"warmtewisselaar; 50% emissiereductie fijn stof "
