code;name;description
BWL2007.09;BWL 2007.09;BWL 2007.09
BWL2007.10;BWL 2007.10;BWL 2007.10
BWL2008.01;BWL 2008.01;BWL 2008.01
BWL2008.02;BWL 2008.02;BWL 2008.02
BWL2008.03;BWL 2008.03;BWL 2008.03
BWL2008.04;BWL 2008.04;BWL 2008.04
BWL2008.05;BWL 2008.05;BWL 2008.05
BWL2008.06;BWL 2008.06;BWL 2008.06
BWL2008.07;BWL 2008.07;BWL 2008.07
BWL2008.08;BWL 2008.08;BWL 2008.08
BWL2008.09;BWL 2008.09;BWL 2008.09
BWL2008.11;BWL 2008.11;BWL 2008.11
BWL2008.12;BWL 2008.12;BWL 2008.12
BWL2009.01;BWL 2009.01;BWL 2009.01
BWL2009.02;BWL 2009.02;BWL 2009.02
BWL2009.03;BWL 2009.03;BWL 2009.03
BWL2009.04;BWL 2009.04;BWL 2009.04
BWL2009.05;BWL 2009.05;BWL 2009.05
BWL2009.06;BWL 2009.06;BWL 2009.06
BWL2009.07;BWL 2009.07;BWL 2009.07
BWL2009.08;BWL 2009.08;BWL 2009.08
BWL2009.09;BWL 2009.09;BWL 2009.09
BWL2009.10;BWL 2009.10;BWL 2009.10
BWL2009.11;BWL 2009.11;BWL 2009.11
BWL2009.12;BWL 2009.12;BWL 2009.12
BWL2009.13;BWL 2009.13;BWL 2009.13
BWL2009.14;BWL 2009.14;BWL 2009.14
BWL2009.15;BWL 2009.15;BWL 2009.15
BWL2009.16;BWL 2009.16;BWL 2009.16
BWL2009.17;BWL 2009.17;BWL 2009.17
BWL2009.18;BWL 2009.18;BWL 2009.18
BWL2009.19;BWL 2009.19;BWL 2009.19
BWL2009.20;BWL 2009.20;BWL 2009.20
BWL2009.21;BWL 2009.21;BWL 2009.21
BWL2009.22;BWL 2009.22;BWL 2009.22
BWL2009.23;BWL 2009.23;BWL 2009.23
BWL2010.01;BWL 2010.01;BWL 2010.01
BWL2010.02;BWL 2010.02;BWL 2010.02
BWL2010.03;BWL 2010.03;BWL 2010.03
BWL2010.04;BWL 2010.04;BWL 2010.04
BWL2010.05;BWL 2010.05;BWL 2010.05
BWL2010.06;BWL 2010.06;BWL 2010.06
BWL2010.07;BWL 2010.07;BWL 2010.07
BWL2010.08;BWL 2010.08;BWL 2010.08
BWL2010.09;BWL 2010.09;BWL 2010.09
BWL2010.10;BWL 2010.10;BWL 2010.10
BWL2010.12;BWL 2010.12;BWL 2010.12
BWL2010.13;BWL 2010.13;BWL 2010.13
BWL2010.14;BWL 2010.14;BWL 2010.14
BWL2010.15;BWL 2010.15;BWL 2010.15
BWL2010.16;BWL 2010.16;BWL 2010.16
BWL2010.17;BWL 2010.17;BWL 2010.17
BWL2010.19;BWL 2010.19;BWL 2010.19
BWL2010.20;BWL 2010.20;BWL 2010.20
BWL2010.21;BWL 2010.21;BWL 2010.21
BWL2010.22;BWL 2010.22;BWL 2010.22
BWL2010.23;BWL 2010.23;BWL 2010.23
BWL2010.24;BWL 2010.24;BWL 2010.24
BWL2010.25;BWL 2010.25;BWL 2010.25
BWL2010.26;BWL 2010.26;BWL 2010.26
BWL2010.27;BWL 2010.27;BWL 2010.27
BWL2010.28;BWL 2010.28;BWL 2010.28
BWL2010.29;BWL 2010.29;BWL 2010.29
BWL2010.30;BWL 2010.30;BWL 2010.30
BWL2010.31;BWL 2010.31;BWL 2010.31
BWL2010.32;BWL 2010.32;BWL 2010.32
BWL2010.33;BWL 2010.33;BWL 2010.33
BWL2010.34;BWL 2010.34;BWL 2010.34
BWL2010.35;BWL 2010.35;BWL 2010.35
BWL2010.36;BWL 2010.36;BWL 2010.36
BWL2010.37;BWL 2010.37;BWL 2010.37
BWL2011.01;BWL 2011.01;BWL 2011.01
BWL2011.02;BWL 2011.02;BWL 2011.02
BWL2011.03;BWL 2011.03;BWL 2011.03
BWL2011.04;BWL 2011.04;BWL 2011.04
BWL2011.05;BWL 2011.05;BWL 2011.05
BWL2011.06;BWL 2011.06;BWL 2011.06
BWL2011.07;BWL 2011.07;BWL 2011.07
BWL2011.08;BWL 2011.08;BWL 2011.08
BWL2011.09;BWL 2011.09;BWL 2011.09
BWL2011.10;BWL 2011.10;BWL 2011.10
BWL2011.11;BWL 2011.11;BWL 2011.11
BWL2011.12;BWL 2011.12;BWL 2011.12
BWL2011.13;BWL 2011.13;BWL 2011.13
BWL2011.14;BWL 2011.14;BWL 2011.14
BWL2012.01;BWL 2012.01;BWL 2012.01
BWL2012.02;BWL 2012.02;BWL 2012.02
BWL2012.03;BWL 2012.03;BWL 2012.03
BWL2012.04;BWL 2012.04;BWL 2012.04
BWL2012.05;BWL 2012.05;BWL 2012.05
BWL2012.07;BWL 2012.07;BWL 2012.07
BWL2012.08;BWL 2012.08;BWL 2012.08
BWL2012.09;BWL 2012.09;BWL 2012.09
BWL2013.01;BWL 2013.01;BWL 2013.01
BWL2013.02;BWL 2013.02;BWL 2013.02
BWL2013.03;BWL 2013.03;BWL 2013.03
BWL2013.04;BWL 2013.04;BWL 2013.04
BWL2013.05;BWL 2013.05;BWL 2013.05
BWL2013.06;BWL 2013.06;BWL 2013.06
BWL2013.07;BWL 2013.07;BWL 2013.07
BWL2013.08;BWL 2013.08;BWL 2013.08
BWL2014.01;BWL 2014.01;BWL 2014.01
BWL2014.02;BWL 2014.02;BWL 2014.02
BWL2015.01;BWL 2015.01;BWL 2015.01
BWL2015.02;BWL 2015.02;BWL 2015.02
BWL2015.03;BWL 2015.03;BWL 2015.03
BWL2015.04;BWL 2015.04;BWL 2015.04
BWL2015.05;BWL 2015.05;BWL 2015.05
BWL2015.06;BWL 2015.06;BWL 2015.06
BWL2016.01;BWL 2016.01;BWL 2016.01
BWL2016.02;BWL 2016.02;BWL 2016.02
BWL2016.03;BWL 2016.03;BWL 2016.03
BWL2017.01;BWL 2017.01;BWL 2017.01
BWL2017.02;BWL 2017.02;BWL 2017.02
BWL2017.03;BWL 2017.03;BWL 2017.03
BWL2017.04;BWL 2017.04;BWL 2017.04
BWL2017.05;BWL 2017.05;BWL 2017.05
BWL2017.06;BWL 2017.06;BWL 2017.06
BWL2017.08;BWL 2017.08;BWL 2017.08
BWL2017.09;BWL 2017.09;BWL 2017.09
BWL2017.10;BWL 2017.10;BWL 2017.10
BWL2017.11;BWL 2017.11;BWL 2017.11
BWL2018.01;BWL 2018.01;BWL 2018.01
BWL2018.02;BWL 2018.02;BWL 2018.02
BWL2018.03;BWL 2018.03;BWL 2018.03
BWL2018.04;BWL 2018.04;BWL 2018.04
BWL2018.05;BWL 2018.05;BWL 2018.05
BWL2018.06;BWL 2018.06;BWL 2018.06
BWL2018.07;BWL 2018.07;BWL 2018.07
BWL2019.01;BWL 2019.01;BWL 2019.01
GroenLabel;Groen Label;Groen Label
GroenLabel(gedeeltelijkroostervloer)BB96.04.038;Groen Label (gedeeltelijk roostervloer) BB 96.04.038;Groen Label (gedeeltelijk roostervloer) BB 96.04.038
GroenLabel(volledigroostervloer)BB96.04.038;Groen Label (volledig roostervloer) BB 96.04.038;Groen Label (volledig roostervloer) BB 96.04.038
GroenLabelBB93.03.001;Groen Label BB 93.03.001;Groen Label BB 93.03.001
GroenLabelBB93.03.002;Groen Label BB 93.03.002;Groen Label BB 93.03.002
GroenLabelBB93.03.003;Groen Label BB 93.03.003;Groen Label BB 93.03.003
GroenLabelBB93.06.007;Groen Label BB 93.06.007;Groen Label BB 93.06.007
GroenLabelBB93.06.009;Groen Label BB 93.06.009;Groen Label BB 93.06.009
GroenLabelBB93.06.010V1;Groen Label BB 93.06.010V1;Groen Label BB 93.06.010V1
GroenLabelBB93.11.012;Groen Label BB 93.11.012;Groen Label BB 93.11.012
GroenLabelBB94.02.013;Groen Label BB 94.02.013;Groen Label BB 94.02.013
GroenLabelBB94.02.014;Groen Label BB 94.02.014;Groen Label BB 94.02.014
GroenLabelBB94.02.015;Groen Label BB 94.02.015;Groen Label BB 94.02.015
GroenLabelBB94.04.016.V1;Groen Label BB 94.04.016.V1;Groen Label BB 94.04.016.V1
GroenLabelBB94.04.018;Groen Label BB 94.04.018;Groen Label BB 94.04.018
GroenLabelBB94.06.019;Groen Label BB 94.06.019;Groen Label BB 94.06.019
GroenLabelBB94.06.021;Groen Label BB 94.06.021;Groen Label BB 94.06.021
GroenLabelBB95.02.025;Groen Label BB 95.02.025;Groen Label BB 95.02.025
GroenLabelBB95.02.027;Groen Label BB 95.02.027;Groen Label BB 95.02.027
GroenLabelBB95.06.026;Groen Label BB 95.06.026;Groen Label BB 95.06.026
GroenLabelBB95.06.028;Groen Label BB 95.06.028;Groen Label BB 95.06.028
GroenLabelBB95.10.029;Groen Label BB 95.10.029;Groen Label BB 95.10.029
GroenLabelBB95.12.032;Groen Label BB 95.12.032;Groen Label BB 95.12.032
GroenLabelBB95.12.039;Groen Label BB 95.12.039;Groen Label BB 95.12.039
GroenLabelBB96.03.033;Groen Label BB 96.03.033;Groen Label BB 96.03.033
GroenLabelBB96.04.037;Groen Label BB 96.04.037;Groen Label BB 96.04.037
GroenLabelBB96.06.040;Groen Label BB 96.06.040;Groen Label BB 96.06.040
GroenLabelBB97.07.056/A97.11.059V2;Groen Label BB 97.07.056/A 97.11.059V2;Groen Label BB 97.07.056/A 97.11.059V2
GroenLabelBB97.07.057;Groen Label BB 97.07.057;Groen Label BB 97.07.057
GroenLabelBB97.07.058;Groen Label BB 97.07.058;Groen Label BB 97.07.058
GroenLabelBB98.10.064;Groen Label BB 98.10.064;Groen Label BB 98.10.064
GroenLabelBB98.10.065;Groen Label BB 98.10.065;Groen Label BB 98.10.065
GroenLabelBB98.10.066;Groen Label BB 98.10.066;Groen Label BB 98.10.066
GroenLabelBB99.06.071;Groen Label BB 99.06.071;Groen Label BB 99.06.071
GroenLabelbijgroepshuisvestingBB95.10.030/A98.10.060;Groen Label bij groepshuisvesting BB 95.10.030/A 98.10.060;Groen Label bij groepshuisvesting BB 95.10.030/A 98.10.060
GroenLabelbijgroepshuisvestingBB96.04.036/A98.10.061;Groen Label bij groepshuisvesting BB 96.04.036/A 98.10.061;Groen Label bij groepshuisvesting BB 96.04.036/A 98.10.061
GroenLabelbijindividuelehuisvestingBB95.10.030;Groen Label bij individuele huisvesting BB 95.10.030;Groen Label bij individuele huisvesting BB 95.10.030
GroenLabelbijindividuelehuisvestingBB96.04.036;Groen Label bij individuele huisvesting BB 96.04.036;Groen Label bij individuele huisvesting BB 96.04.036
Overig;Overig;Overig
voormaligGroenLabelBB93.06.007;voormalig Groen Label BB 93.06.007;voormalig Groen Label BB 93.06.007
voormaligGroenLabelBB93.06.008;voormalig Groen Label BB 93.06.008;voormalig Groen Label BB 93.06.008
voormaligGroenLabelBB95.06.026;voormalig Groen Label BB 95.06.026;voormalig Groen Label BB 95.06.026
